session_id,source_ip,destination_ip,source_port,destination_port,protocol,packet_size,tcp_flags,duration_sec,attack_type
1840,192.168.1.237,10.0.0.218,28402,25,FTP,621,URG,0.998873877,XSS
1841,192.168.1.25,10.0.0.11,52662,25,SSH,604,ACK,2.377255831,SQLi
1842,192.168.1.103,10.0.0.126,57062,22,SMTP,666,URG,5.17,DoS
1843,192.168.1.201,10.0.0.71,22243,22,SSH,635,ACK,2.28,Ransomware
1844,192.168.1.246,10.0.0.117,12961,8080,SMTP,605,URG,1.747497937,Phishing
1845,192.168.1.22,10.0.0.184,1818,21,HTTPS,424,SYN,2.293009669,No Attack
1846,192.168.1.235,10.0.0.138,48390,8080,SMTP,565,URG,3.102718243,MITM
1847,192.168.1.238,10.0.0.106,7810,21,SSH,621,PSH,6.610035468,Session Hijack
1848,192.168.1.4,10.0.0.116,37806,21,HTTP,685,URG,0.51,XSS
1849,192.168.1.154,10.0.0.162,41184,21,HTTPS,653,URG,4.39,SQLi
1850,192.168.1.186,10.0.0.67,46337,8080,FTP,450,ACK,2.33,DoS
1851,192.168.1.29,10.0.0.200,39145,80,HTTPS,518,ACK,0.27,Ransomware
1852,192.168.1.109,10.0.0.31,37199,80,HTTPS,697,URG,0.93,Phishing
1853,192.168.1.98,10.0.0.75,28056,25,FTP,433,PSH,1.15,No Attack
1854,192.168.1.215,10.0.0.237,27451,80,SMTP,510,ACK,0.17,MITM
1855,192.168.1.37,10.0.0.71,18382,80,HTTPS,411,PSH,1.62,Session Hijack
1856,192.168.1.75,10.0.0.237,59415,21,HTTPS,629,ACK,2.148934793,XSS
1857,192.168.1.70,10.0.0.66,62734,21,HTTP,685,SYN,1.23,SQLi
1858,192.168.1.146,10.0.0.70,30814,22,HTTP,526,PSH,1.16,DoS
1859,192.168.1.128,10.0.0.41,21645,21,SSH,573,SYN,1.47,Ransomware
1860,192.168.1.85,10.0.0.191,49845,8080,FTP,546,SYN,3.74,Phishing
1861,192.168.1.42,10.0.0.160,29389,22,SMTP,488,ACK,3.04,No Attack
1862,192.168.1.100,10.0.0.20,14213,22,SMTP,613,PSH,4.906512374,MITM
1863,192.168.1.41,10.0.0.185,12237,80,SSH,401,FIN,1.7,Session Hijack
1864,192.168.1.166,10.0.0.226,8272,21,SMTP,575,SYN,1.91,XSS
1865,192.168.1.34,10.0.0.178,5393,80,SMTP,410,SYN,1.884112407,SQLi
1866,192.168.1.17,10.0.0.208,64787,21,HTTP,534,SYN,2.53,DoS
1867,192.168.1.165,10.0.0.153,9074,80,SMTP,540,ACK,0.46,Ransomware
1868,192.168.1.153,10.0.0.140,29629,80,SMTP,731,ACK,1.29,Phishing
1869,192.168.1.230,10.0.0.199,50640,80,SSH,532,SYN,2.5,No Attack
1870,192.168.1.122,10.0.0.39,55503,8080,SSH,515,URG,3.562887493,MITM
1871,192.168.1.76,10.0.0.145,39207,25,HTTPS,701,ACK,1.53404987,Session Hijack
1872,192.168.1.87,10.0.0.45,16422,80,SMTP,732,ACK,0.4,XSS
1873,192.168.1.117,10.0.0.139,41907,443,SMTP,289,ACK,0.68,SQLi
1874,192.168.1.106,10.0.0.70,34079,443,SMTP,494,RST,5.06,DoS
1875,192.168.1.86,10.0.0.125,4219,443,HTTP,531,PSH,0.28,Ransomware
1876,192.168.1.213,10.0.0.151,26475,8080,SMTP,842,ACK,6.12,Phishing
1877,192.168.1.27,10.0.0.91,52168,22,HTTP,388,RST,10.52,No Attack
1878,192.168.1.57,10.0.0.238,8474,80,HTTPS,385,RST,3.06,MITM
1879,192.168.1.31,10.0.0.70,3949,443,FTP,272,ACK,2.86,Session Hijack
1880,192.168.1.134,10.0.0.166,15539,8080,SMTP,360,URG,6.13,XSS
1881,192.168.1.219,10.0.0.130,51296,22,SSH,484,RST,0.69,SQLi
1882,192.168.1.168,10.0.0.214,6334,443,SSH,427,FIN,0.28,DoS
1883,192.168.1.98,10.0.0.84,32841,21,SMTP,425,RST,3.46,Ransomware
1884,192.168.1.12,10.0.0.89,50622,25,HTTP,630,PSH,0.37,Phishing
1885,192.168.1.237,10.0.0.79,28432,80,SSH,558,RST,0.09,No Attack
1886,192.168.1.249,10.0.0.252,45552,25,SSH,501,ACK,0.44,MITM
1887,192.168.1.53,10.0.0.113,48688,25,HTTPS,502,URG,1.15,Session Hijack
1888,192.168.1.199,10.0.0.93,56803,21,HTTPS,664,SYN,2.014752989,XSS
1889,192.168.1.138,10.0.0.72,20304,21,HTTPS,497,FIN,0.13,SQLi
1890,192.168.1.173,10.0.0.165,18129,21,SSH,512,RST,1.17,DoS
1891,192.168.1.145,10.0.0.49,19571,22,SSH,685,URG,1.85,Ransomware
1892,192.168.1.154,10.0.0.52,11798,443,SMTP,499,FIN,6.811932144,Phishing
1893,192.168.1.213,10.0.0.33,16481,80,SMTP,615,PSH,0.52,No Attack
1894,192.168.1.220,10.0.0.22,43335,21,HTTP,479,RST,1.654664189,MITM
1895,192.168.1.190,10.0.0.114,5004,8080,SSH,540,RST,0.99,Session Hijack
1896,192.168.1.122,10.0.0.239,21910,80,SMTP,660,FIN,8.701469268,XSS
1897,192.168.1.46,10.0.0.133,12600,80,SMTP,461,RST,0.82,SQLi
1898,192.168.1.64,10.0.0.231,51901,80,HTTPS,659,RST,0.09,DoS
1899,192.168.1.130,10.0.0.18,59061,21,HTTPS,621,SYN,0.966494576,Ransomware
1900,192.168.1.252,10.0.0.166,32915,21,HTTPS,560,FIN,2.734238113,Phishing
1901,192.168.1.54,10.0.0.118,37205,443,FTP,482,ACK,1.06,No Attack
1902,192.168.1.107,10.0.0.117,34286,21,SMTP,527,ACK,3.24793497,MITM
1903,192.168.1.193,10.0.0.37,1971,21,HTTPS,850,PSH,1.87,Session Hijack
1904,192.168.1.51,10.0.0.222,1046,80,HTTPS,717,SYN,3.547109682,XSS
1905,192.168.1.181,10.0.0.243,2152,443,SSH,372,FIN,0.78,SQLi
1906,192.168.1.36,10.0.0.223,15010,25,HTTPS,650,FIN,1.61,DoS
1907,192.168.1.115,10.0.0.64,33346,21,SSH,519,SYN,1.91,Ransomware
1908,192.168.1.26,10.0.0.138,49953,8080,HTTP,752,SYN,1.680076514,Phishing
1909,192.168.1.29,10.0.0.79,17184,21,HTTPS,699,PSH,2.66,No Attack
1910,192.168.1.149,10.0.0.170,50733,25,SSH,405,ACK,2.310311585,MITM
1911,192.168.1.11,10.0.0.123,10832,80,HTTPS,571,URG,2.71,Session Hijack
1912,192.168.1.40,10.0.0.176,30636,443,HTTP,345,FIN,0.39,XSS
1913,192.168.1.11,10.0.0.44,53906,80,HTTPS,297,URG,2.14,SQLi
1914,192.168.1.164,10.0.0.82,22749,22,SSH,343,SYN,0.05,DoS
1915,192.168.1.113,10.0.0.87,8022,21,HTTP,616,FIN,0.35,Ransomware
1916,192.168.1.187,10.0.0.225,40974,8080,HTTP,734,ACK,4.44,Phishing
1917,192.168.1.39,10.0.0.16,24442,22,HTTP,555,FIN,1.24,No Attack
1918,192.168.1.232,10.0.0.54,19064,21,FTP,477,URG,1.42,MITM
1919,192.168.1.227,10.0.0.102,21581,22,SSH,686,FIN,4.76,Session Hijack
1920,192.168.1.54,10.0.0.163,22849,25,FTP,473,SYN,1.532917225,XSS
1921,192.168.1.98,10.0.0.98,10022,21,HTTP,341,SYN,2.776946916,SQLi
1922,192.168.1.55,10.0.0.156,37104,8080,FTP,741,SYN,1.974340575,DoS
1923,192.168.1.111,10.0.0.2,47121,21,HTTPS,585,ACK,0.17,Ransomware
1924,192.168.1.152,10.0.0.94,63231,22,FTP,549,RST,1.850548768,Phishing
1925,192.168.1.246,10.0.0.141,58821,443,SMTP,384,ACK,3.21,No Attack
1926,192.168.1.150,10.0.0.169,16826,22,HTTP,535,SYN,1.18,MITM
1927,192.168.1.69,10.0.0.208,12191,21,HTTP,534,PSH,0.37,Session Hijack
1928,192.168.1.56,10.0.0.59,36116,21,SSH,675,FIN,1.58,XSS
1929,192.168.1.33,10.0.0.69,43431,443,HTTPS,641,FIN,0.61,SQLi
1930,192.168.1.250,10.0.0.119,55771,80,SSH,504,URG,5.86,DoS
1931,192.168.1.36,10.0.0.92,14362,443,FTP,491,FIN,2.993114027,Ransomware
1932,192.168.1.239,10.0.0.181,11777,80,SMTP,399,URG,8.879861398,Phishing
1933,192.168.1.148,10.0.0.231,7008,8080,SMTP,407,FIN,0.09,No Attack
1934,192.168.1.211,10.0.0.45,19919,21,SMTP,621,PSH,0.02,MITM
1935,192.168.1.227,10.0.0.148,48934,25,SMTP,749,URG,1.3,Session Hijack
1936,192.168.1.244,10.0.0.24,44855,25,HTTPS,779,SYN,4.458409907,XSS
1937,192.168.1.235,10.0.0.189,1386,22,FTP,492,RST,2.226322216,SQLi
1938,192.168.1.81,10.0.0.91,4478,443,SMTP,284,FIN,4.18,DoS
1939,192.168.1.190,10.0.0.94,52974,443,HTTP,673,URG,0.28,Ransomware
1940,192.168.1.251,10.0.0.58,22028,25,FTP,536,RST,2.4,Phishing
1941,192.168.1.109,10.0.0.237,61821,80,HTTPS,530,URG,2.16,No Attack
1942,192.168.1.235,10.0.0.155,37047,443,SMTP,768,ACK,1.57,MITM
1943,192.168.1.226,10.0.0.154,18625,80,HTTPS,404,ACK,1.04,Session Hijack
1944,192.168.1.201,10.0.0.128,51661,80,SMTP,582,FIN,2.08,XSS
1945,192.168.1.154,10.0.0.7,60471,80,HTTP,690,SYN,1.6,SQLi
1946,192.168.1.194,10.0.0.170,6373,80,FTP,521,PSH,0.64,DoS
1947,192.168.1.245,10.0.0.47,60904,22,HTTP,463,URG,0.954241795,Ransomware
1948,192.168.1.73,10.0.0.53,40987,22,SMTP,660,FIN,0.98,Phishing
1949,192.168.1.201,10.0.0.187,11071,25,SSH,684,ACK,2.217227878,No Attack
1950,192.168.1.40,10.0.0.38,8774,22,FTP,603,ACK,1.42,MITM
1951,192.168.1.17,10.0.0.197,30417,8080,HTTPS,615,URG,1.11,Session Hijack
1952,192.168.1.129,10.0.0.215,23487,443,SMTP,476,URG,2.090169375,XSS
1953,192.168.1.217,10.0.0.220,10423,8080,HTTP,555,URG,1.3861681,SQLi
1954,192.168.1.61,10.0.0.226,59816,22,SSH,660,RST,0.62,DoS
1955,192.168.1.171,10.0.0.53,14710,443,SMTP,398,PSH,1.73,Ransomware
1956,192.168.1.104,10.0.0.143,41827,443,HTTPS,439,URG,3.79,Phishing
1957,192.168.1.42,10.0.0.224,64552,80,HTTP,334,URG,4.24,No Attack
1958,192.168.1.25,10.0.0.154,35299,25,FTP,539,FIN,10.14,MITM
1959,192.168.1.39,10.0.0.48,51179,80,SSH,679,SYN,0.19,Session Hijack
1960,192.168.1.35,10.0.0.95,23811,80,SMTP,288,RST,0.48,XSS
1961,192.168.1.131,10.0.0.147,15800,8080,SMTP,543,PSH,2.854069728,SQLi
1962,192.168.1.242,10.0.0.137,51101,22,SMTP,585,RST,3.083505438,DoS
1963,192.168.1.229,10.0.0.64,30551,8080,SMTP,493,URG,0.710713634,Ransomware
1964,192.168.1.108,10.0.0.93,58451,22,HTTP,383,SYN,4.245285888,Phishing
1965,192.168.1.172,10.0.0.182,64557,8080,FTP,489,URG,1.782133188,No Attack
1966,192.168.1.179,10.0.0.125,40375,443,HTTPS,667,ACK,6.29,MITM
1967,192.168.1.222,10.0.0.250,62110,22,SSH,651,URG,3.87,Session Hijack
1968,192.168.1.102,10.0.0.179,37719,22,SMTP,278,FIN,0.15,XSS
1969,192.168.1.98,10.0.0.39,59910,8080,SMTP,770,FIN,1.462731453,SQLi
1970,192.168.1.12,10.0.0.4,51161,21,FTP,554,SYN,1.08,DoS
1971,192.168.1.19,10.0.0.126,64332,443,FTP,509,URG,0.02,Ransomware
1972,192.168.1.101,10.0.0.3,16821,443,HTTP,556,FIN,0.2,Phishing
1973,192.168.1.44,10.0.0.248,38023,21,HTTP,703,FIN,5.39,No Attack
1974,192.168.1.187,10.0.0.64,6326,8080,HTTP,854,URG,4.256737601,MITM
1975,192.168.1.251,10.0.0.29,64196,8080,SSH,575,RST,2.23,Session Hijack
1976,192.168.1.49,10.0.0.116,39083,443,HTTP,454,SYN,3.55,XSS
1977,192.168.1.189,10.0.0.11,1932,8080,SMTP,649,RST,0.58,SQLi
1978,192.168.1.17,10.0.0.97,61276,25,HTTP,681,FIN,2.59,DoS
1979,192.168.1.74,10.0.0.102,16147,25,SSH,790,URG,1.91,Ransomware
1980,192.168.1.57,10.0.0.186,13901,21,HTTP,540,PSH,5.396206568,Phishing
1981,192.168.1.55,10.0.0.203,15263,22,HTTP,414,URG,0.66,No Attack
1982,192.168.1.241,10.0.0.155,22459,25,SMTP,568,PSH,2.89,MITM
1983,192.168.1.47,10.0.0.225,28337,8080,SMTP,538,RST,3.83,Session Hijack
1984,192.168.1.12,10.0.0.21,36378,21,SMTP,599,ACK,1.59,XSS
1985,192.168.1.62,10.0.0.39,43127,25,HTTP,724,URG,1.07,SQLi
1986,192.168.1.80,10.0.0.223,49432,80,SMTP,663,ACK,5.94,DoS
1987,192.168.1.216,10.0.0.102,18739,21,FTP,554,SYN,0.37,Ransomware
1988,192.168.1.83,10.0.0.46,24259,443,HTTPS,603,PSH,0.641955598,Phishing
1989,192.168.1.8,10.0.0.66,61716,25,HTTPS,505,PSH,0.39,No Attack
1990,192.168.1.223,10.0.0.91,27153,443,SMTP,397,RST,2.3,MITM
1991,192.168.1.149,10.0.0.164,11558,21,SSH,534,URG,3.11,Session Hijack
1992,192.168.1.81,10.0.0.203,35598,25,SMTP,694,FIN,2.52,XSS
1993,192.168.1.215,10.0.0.111,44084,443,SMTP,563,SYN,2.784239888,SQLi
1994,192.168.1.229,10.0.0.82,18213,22,HTTP,765,RST,6.86,DoS
1995,192.168.1.118,10.0.0.123,63919,22,SSH,612,ACK,1.18,Ransomware
1996,192.168.1.208,10.0.0.193,21555,80,SMTP,395,URG,7.96,Phishing
1997,192.168.1.198,10.0.0.191,11991,8080,FTP,296,FIN,5,No Attack
1998,192.168.1.200,10.0.0.99,17479,21,HTTPS,493,SYN,1.05,MITM
1999,192.168.1.25,10.0.0.35,1051,8080,FTP,589,URG,1.490729668,Session Hijack
2000,192.168.1.210,10.0.0.159,9684,8080,FTP,480,FIN,0.19,XSS
2001,192.168.1.89,10.0.0.156,54159,443,FTP,363,ACK,1.52,SQLi
2002,192.168.1.12,10.0.0.103,26363,80,SSH,409,RST,2.88,DoS
2003,192.168.1.143,10.0.0.129,65397,21,SSH,564,RST,0.39,Ransomware
2004,192.168.1.59,10.0.0.25,40847,22,SSH,628,PSH,0.77,Phishing
2005,192.168.1.154,10.0.0.43,56866,8080,HTTPS,507,URG,1.99,No Attack
2006,192.168.1.233,10.0.0.230,10640,443,HTTP,514,RST,1.24,MITM
2007,192.168.1.109,10.0.0.84,11464,8080,SMTP,445,PSH,1.85,Session Hijack
2008,192.168.1.26,10.0.0.195,37624,25,SMTP,745,RST,3.612749414,XSS
2009,192.168.1.47,10.0.0.191,49762,22,HTTP,402,SYN,1.283004812,SQLi
2010,192.168.1.32,10.0.0.51,14131,8080,SMTP,525,URG,3.08,DoS
2011,192.168.1.10,10.0.0.130,62428,25,FTP,496,ACK,2.43,MITM
2012,192.168.1.16,10.0.0.210,29670,25,HTTPS,539,URG,2.33,Session Hijack
2013,192.168.1.199,10.0.0.126,47569,443,SMTP,688,URG,1.225419095,XSS
2014,192.168.1.145,10.0.0.236,27275,443,HTTPS,729,FIN,1.29,SQLi
2015,192.168.1.151,10.0.0.253,16978,25,HTTP,719,ACK,1.72,DoS
2016,192.168.1.26,10.0.0.192,17967,80,SMTP,554,ACK,0.51,Ransomware
2017,192.168.1.213,10.0.0.202,41749,8080,HTTPS,529,PSH,2.84,Phishing
2018,192.168.1.86,10.0.0.69,46458,25,FTP,609,PSH,1.359825552,No Attack
2019,192.168.1.250,10.0.0.9,21239,25,FTP,585,SYN,1.432521294,MITM
2020,192.168.1.135,10.0.0.2,11134,443,HTTP,430,FIN,1.954510072,Session Hijack
2021,192.168.1.14,10.0.0.162,41136,8080,SSH,630,RST,0.29,XSS
2022,192.168.1.79,10.0.0.188,22579,21,SMTP,413,RST,0.02,SQLi
2023,192.168.1.117,10.0.0.230,17486,22,FTP,411,ACK,1.06,DoS
2024,192.168.1.7,10.0.0.189,14720,443,FTP,468,URG,2.09,Ransomware
2025,192.168.1.137,10.0.0.159,55105,8080,HTTP,604,SYN,1.37,Phishing
2026,192.168.1.115,10.0.0.10,53823,8080,FTP,530,URG,1.771765798,No Attack
2027,192.168.1.176,10.0.0.114,2055,80,SMTP,650,FIN,0.53,MITM
2028,192.168.1.72,10.0.0.76,24789,22,HTTP,515,RST,1.49,Session Hijack
2029,192.168.1.242,10.0.0.164,52248,443,HTTPS,445,ACK,2.68,XSS
2030,192.168.1.59,10.0.0.246,62913,443,HTTP,728,SYN,3.16,SQLi
2031,192.168.1.215,10.0.0.85,57087,21,SMTP,533,FIN,1.47,DoS
2032,192.168.1.221,10.0.0.49,48882,80,SMTP,511,URG,2.570499334,Ransomware
2033,192.168.1.82,10.0.0.239,56264,80,HTTPS,432,ACK,4.67,Phishing
2034,192.168.1.223,10.0.0.70,16840,8080,HTTP,513,ACK,0.13,No Attack
2035,192.168.1.222,10.0.0.240,18892,8080,SMTP,629,URG,0.21,MITM
2036,192.168.1.116,10.0.0.177,11461,443,SMTP,678,SYN,1.22,Session Hijack
2037,192.168.1.167,10.0.0.131,16477,21,HTTPS,641,SYN,1.88,XSS
2038,192.168.1.227,10.0.0.202,23246,443,SSH,329,SYN,0.01,SQLi
2039,192.168.1.146,10.0.0.133,15282,25,HTTP,617,SYN,1.2,DoS
2040,192.168.1.187,10.0.0.238,64948,8080,SMTP,761,FIN,0.38,Ransomware
2041,192.168.1.234,10.0.0.218,35342,25,FTP,410,SYN,2.07,Phishing
2042,192.168.1.103,10.0.0.189,14001,21,HTTPS,345,SYN,0.62,No Attack
2043,192.168.1.17,10.0.0.213,64454,443,SSH,448,SYN,4.64,MITM
2044,192.168.1.14,10.0.0.237,55673,8080,SSH,712,FIN,0.13,Session Hijack
2045,192.168.1.159,10.0.0.90,38474,21,HTTPS,588,RST,3.31,XSS
2046,192.168.1.152,10.0.0.230,48231,443,SSH,635,ACK,2.239121079,SQLi
2047,192.168.1.227,10.0.0.236,19237,443,SMTP,668,PSH,3.89,DoS
2048,192.168.1.108,10.0.0.26,37543,25,SSH,442,URG,3.38,Ransomware
2049,192.168.1.188,10.0.0.72,56257,22,HTTP,456,ACK,0.826973603,Phishing
2050,192.168.1.45,10.0.0.5,46706,80,FTP,434,FIN,0.1,No Attack
2051,192.168.1.98,10.0.0.254,11247,8080,SMTP,443,URG,2.38,MITM
2052,192.168.1.131,10.0.0.15,49190,80,HTTPS,523,SYN,1.672833728,Session Hijack
2053,192.168.1.37,10.0.0.123,40393,21,FTP,607,FIN,5.33,XSS
2054,192.168.1.171,10.0.0.144,21867,80,SMTP,606,RST,1.150186433,SQLi
2055,192.168.1.168,10.0.0.1,4880,25,FTP,658,PSH,0.78,DoS
2056,192.168.1.218,10.0.0.144,60550,22,SSH,624,RST,0.03,Ransomware
2057,192.168.1.183,10.0.0.165,13685,8080,HTTPS,513,SYN,0.76,Phishing
2058,192.168.1.215,10.0.0.3,16615,443,HTTPS,765,FIN,1.56,No Attack
2059,192.168.1.108,10.0.0.180,7206,443,HTTP,730,FIN,2.13,MITM
2060,192.168.1.39,10.0.0.47,56259,25,SSH,518,SYN,2.782724156,Session Hijack
2061,192.168.1.15,10.0.0.95,8994,8080,HTTP,400,SYN,3.58,XSS
2062,192.168.1.120,10.0.0.13,48946,80,HTTP,631,PSH,0.23,SQLi
2063,192.168.1.241,10.0.0.120,35886,443,SSH,500,RST,2.87,DoS
2064,192.168.1.4,10.0.0.208,31779,80,SMTP,411,SYN,0.65,Ransomware
2065,192.168.1.93,10.0.0.55,45887,25,HTTP,291,SYN,2.399178983,Phishing
2066,192.168.1.214,10.0.0.235,56414,443,FTP,572,RST,0.62,No Attack
2067,192.168.1.153,10.0.0.149,20440,21,SMTP,268,SYN,3.9,MITM
2068,192.168.1.141,10.0.0.66,14696,22,SSH,599,URG,1.97,Session Hijack
2069,192.168.1.210,10.0.0.182,18956,80,HTTPS,680,PSH,1.82,XSS
2070,192.168.1.161,10.0.0.155,63633,8080,SMTP,672,PSH,1.76,SQLi
2071,192.168.1.16,10.0.0.166,48020,80,HTTP,507,RST,1.05,DoS
2072,192.168.1.237,10.0.0.90,9583,80,FTP,313,ACK,1.08,Ransomware
2073,192.168.1.170,10.0.0.186,1088,80,SSH,435,PSH,0.32,Phishing
2074,192.168.1.108,10.0.0.62,4323,25,HTTPS,717,FIN,0.81,No Attack
2075,192.168.1.126,10.0.0.251,5873,25,FTP,745,FIN,1.44,MITM
2076,192.168.1.194,10.0.0.102,6663,8080,HTTPS,566,ACK,1.86,Session Hijack
2077,192.168.1.55,10.0.0.174,52211,25,SSH,723,PSH,0.15,XSS
2078,192.168.1.227,10.0.0.217,12079,8080,SMTP,736,SYN,0.81,SQLi
2079,192.168.1.170,10.0.0.139,60244,8080,HTTP,452,URG,0.83,DoS
2080,192.168.1.34,10.0.0.200,23082,25,SSH,422,ACK,1.911195154,Ransomware
2081,192.168.1.158,10.0.0.8,30451,443,FTP,381,SYN,2.48,Phishing
2082,192.168.1.251,10.0.0.97,52404,25,SMTP,543,URG,2.02,No Attack
2083,192.168.1.247,10.0.0.117,55796,443,HTTPS,482,FIN,1.69,MITM
2084,192.168.1.13,10.0.0.199,18004,21,SMTP,725,URG,0.69,Session Hijack
2085,192.168.1.141,10.0.0.64,65298,25,SMTP,454,ACK,3.65,XSS
2086,192.168.1.18,10.0.0.230,53782,21,FTP,562,PSH,3.897539972,SQLi
2087,192.168.1.160,10.0.0.21,11890,25,HTTP,625,FIN,0.41,DoS
2088,192.168.1.96,10.0.0.200,4913,21,SMTP,483,PSH,2.13,Ransomware
2089,192.168.1.227,10.0.0.115,53682,22,SMTP,493,SYN,5.699287771,Phishing
2090,192.168.1.123,10.0.0.246,60202,21,HTTP,496,PSH,1.14,No Attack
2091,192.168.1.39,10.0.0.191,49250,443,HTTP,486,URG,6.029486243,MITM
2092,192.168.1.46,10.0.0.85,32359,80,HTTPS,556,ACK,0.703175398,Session Hijack
2093,192.168.1.244,10.0.0.192,51571,8080,HTTPS,548,SYN,1.45,XSS
2094,192.168.1.29,10.0.0.248,27186,21,HTTP,691,ACK,0.59,SQLi
2095,192.168.1.190,10.0.0.20,24937,80,SSH,500,URG,1.394112166,DoS
2096,192.168.1.241,10.0.0.8,25711,22,HTTP,437,SYN,4.2,Ransomware
2097,192.168.1.221,10.0.0.58,34244,22,HTTPS,624,ACK,1.879841869,Phishing
2098,192.168.1.62,10.0.0.46,12019,443,FTP,637,FIN,1.149200598,No Attack
2099,192.168.1.245,10.0.0.31,57512,443,FTP,417,ACK,1.55,MITM
2100,192.168.1.236,10.0.0.242,3655,21,SMTP,529,FIN,7.07,Session Hijack
2101,192.168.1.185,10.0.0.249,35978,25,FTP,588,URG,0.16,XSS
2102,192.168.1.16,10.0.0.93,6991,22,HTTPS,694,RST,0.468062248,SQLi
2103,192.168.1.184,10.0.0.240,23782,80,FTP,443,PSH,1.27,DoS
2104,192.168.1.236,10.0.0.9,22766,25,SSH,755,SYN,4.897902991,Ransomware
2105,192.168.1.239,10.0.0.15,65495,22,HTTP,515,PSH,0.63,Phishing
2106,192.168.1.121,10.0.0.94,38140,21,HTTP,328,URG,0.84,No Attack
2107,192.168.1.10,10.0.0.154,27604,22,HTTPS,622,FIN,0.97,MITM
2108,192.168.1.158,10.0.0.138,35251,443,SMTP,438,FIN,2.301903767,Session Hijack
2109,192.168.1.153,10.0.0.29,2966,80,HTTP,482,FIN,0.45,XSS
2110,192.168.1.103,10.0.0.246,48688,80,FTP,654,ACK,4.95,SQLi
2111,192.168.1.84,10.0.0.80,29093,443,SSH,586,PSH,3.15,DoS
2112,192.168.1.133,10.0.0.36,22830,25,SMTP,575,FIN,8.052647316,Ransomware
2113,192.168.1.65,10.0.0.84,15431,443,SMTP,389,RST,0.93,Phishing
2114,192.168.1.222,10.0.0.109,49414,80,SMTP,559,URG,0.09,No Attack
2115,192.168.1.177,10.0.0.118,60225,21,HTTP,816,FIN,0.25,MITM
2116,192.168.1.3,10.0.0.37,15581,25,SMTP,502,PSH,0.88,Session Hijack
2117,192.168.1.173,10.0.0.86,55372,8080,HTTPS,578,FIN,4.84,XSS
2118,192.168.1.142,10.0.0.71,17469,22,FTP,618,FIN,9.778956629,SQLi
2119,192.168.1.120,10.0.0.151,18902,8080,SSH,540,SYN,3.45,DoS
2120,192.168.1.158,10.0.0.169,18588,21,FTP,489,FIN,0.54,Ransomware
2121,192.168.1.242,10.0.0.232,14117,8080,HTTPS,665,PSH,3.125801627,Phishing
2122,192.168.1.68,10.0.0.93,56444,25,HTTPS,678,URG,1.82,No Attack
2123,192.168.1.146,10.0.0.80,36580,80,FTP,512,SYN,3.47,MITM
2124,192.168.1.190,10.0.0.102,27475,80,HTTP,479,SYN,2.179670666,Session Hijack
2125,192.168.1.37,10.0.0.156,44192,21,HTTPS,502,FIN,0.77,XSS
2126,192.168.1.153,10.0.0.176,54812,8080,SMTP,741,FIN,0.04,SQLi
2127,192.168.1.176,10.0.0.166,54897,25,SSH,545,RST,4.135571871,DoS
2128,192.168.1.193,10.0.0.159,55886,22,SSH,523,PSH,1.51,Ransomware
2129,192.168.1.181,10.0.0.14,25110,8080,HTTPS,638,URG,1.53,Phishing
2130,192.168.1.238,10.0.0.117,17513,8080,SMTP,746,PSH,6.3,No Attack
2131,192.168.1.207,10.0.0.225,59522,22,FTP,568,ACK,1.33,MITM
2132,192.168.1.73,10.0.0.249,29028,443,SSH,588,URG,1.571868462,Session Hijack
2133,192.168.1.143,10.0.0.73,21495,21,SMTP,615,ACK,0.83,XSS
2134,192.168.1.49,10.0.0.249,27308,25,SMTP,527,PSH,0.02,SQLi
2135,192.168.1.121,10.0.0.91,61191,21,HTTP,559,FIN,0.26,DoS
2136,192.168.1.88,10.0.0.216,37717,22,HTTPS,469,SYN,0.09,Ransomware
2137,192.168.1.196,10.0.0.205,19316,25,SMTP,379,RST,0.56,Phishing
2138,192.168.1.140,10.0.0.90,19457,80,FTP,797,FIN,0.13,No Attack
2139,192.168.1.187,10.0.0.29,15592,80,SSH,473,URG,0.8,MITM
2140,192.168.1.250,10.0.0.179,46448,25,HTTP,668,URG,0.27,Session Hijack
2141,192.168.1.37,10.0.0.49,10490,21,FTP,493,SYN,5.25779635,XSS
2142,192.168.1.61,10.0.0.171,26545,21,SSH,792,URG,5.57,SQLi
2143,192.168.1.229,10.0.0.220,58348,80,HTTPS,502,PSH,1.85,DoS
2144,192.168.1.171,10.0.0.220,37696,80,FTP,593,URG,3.27,Ransomware
2145,192.168.1.124,10.0.0.72,16491,22,SSH,544,FIN,2.26,Phishing
2146,192.168.1.198,10.0.0.215,33043,25,HTTP,433,URG,3.33,No Attack
2147,192.168.1.39,10.0.0.221,11443,21,SSH,636,RST,2.04,MITM
2148,192.168.1.184,10.0.0.133,53972,22,SMTP,485,URG,2.223843584,Session Hijack
2149,192.168.1.63,10.0.0.42,17700,21,HTTP,564,ACK,4.14,XSS
2150,192.168.1.46,10.0.0.135,30279,80,FTP,648,SYN,1.15,SQLi
2151,192.168.1.88,10.0.0.42,32538,25,HTTPS,706,FIN,1.01,DoS
2152,192.168.1.11,10.0.0.164,44206,443,HTTP,397,RST,1.96,Ransomware
2153,192.168.1.62,10.0.0.105,23674,25,HTTP,372,FIN,5.56,Phishing
2154,192.168.1.77,10.0.0.27,23778,8080,HTTP,507,PSH,1.17,No Attack
